O*NET-SOC Code,Title,_key,structured_codifiable_work,cognitive_complexity,physical_embodiment,social_emotional_intelligence,creativity_innovation,decision_impact_accountability,automation_potential,overall_score,rationale,scored_at
35-9021.00,Dishwashers,35-9021.00||Dishwashers,4.6,1.6,4.8,1.4,1.2,2.2,Medium,3.4,"Dishwashing is highly standardized and measurable (load/sort, wash/sanitize, dry/put away, maintain station), making many steps codifiable and suitable for automation. Cognitive demands are generally low and procedural, with limited need for complex judgment beyond prioritizing workflow and handling exceptions (e.g., fragile items, stuck-on food). However, the work is strongly physically embodied in a dynamic, wet, cluttered environment with varied objects, which remains challenging for general-purpose robots and drives down near-term full automation. Social/emotional and creativity requirements are minimal, so AI adds little there. Stakes are moderate: sanitation and safety matter, but errors are usually detectable and correctable, supporting partial automation (commercial dish machines, conveyor systems) more than end-to-end replacement.",2026-02-27T07:09:42.822778
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","35-9031.00||Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",3.8,2.4,4.2,4.1,1.8,2.6,Medium,3.0,"Host/hostess work includes several standardized, codifiable tasks (greeting, managing waitlists, seating rotation, reservation handling) that can be partially automated with kiosks, apps, and AI-assisted table management. However, the role requires physical presence to guide guests, manage flow in a dynamic space, and coordinate with servers and managers in real time. Social and emotional skills are central for handling complaints, special requests, accessibility needs, and de-escalating frustration during long waits. Creativity is limited, but situational judgment matters when balancing fairness, VIPs/reservations, party sizes, and service capacity. Overall, automation is most effective as augmentation (queue optimization, messaging, reservation triage), while human hosts remain important for in-person hospitality and exception handling.",2026-02-27T07:09:47.655872
35-9099.00,"Food Preparation and Serving Related Workers, All Other","35-9099.00||Food Preparation and Serving Related Workers, All Other",3.8,2.2,4.4,2.6,1.8,2.7,Medium,3.2,"This catch-all occupation typically includes routine, repeatable tasks (basic prep, stocking, cleaning, simple serving support) that can be standardized, making portions amenable to automation. However, much of the work is physically embodied in dynamic kitchen/front-of-house environments, where robotics still struggles with variability, tight spaces, and safety constraints. Customer-facing elements (answering questions, handling special requests, coordinating with staff) require some social judgment but are often limited in depth. The most automatable parts are order intake, scheduling/dispatch, inventory tracking, labeling, and some prep steps in controlled settings; the most human-critical parts are real-time coordination, handling exceptions, and physical execution in busy, changing environments.",2026-02-27T07:09:52.665336
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011.00||First-Line Supervisors of Housekeeping and Janitorial Workers,3.6,3.0,3.8,3.4,2.2,3.2,Medium,3.1,"This role includes many standardized, measurable activities (task assignment, checklists, supply tracking, inspection routines) that are amenable to software and AI-driven scheduling, reporting, and quality auditing. However, effective supervision typically requires on-site presence to verify cleanliness, respond to unexpected issues (spills, room turns, infection-control needs), and coordinate physical work across shifting conditions. People management—coaching, conflict resolution, motivation, and handling complaints—requires social judgment and trust that is only partially automatable. Decision stakes are moderate: errors can affect safety, hygiene, and customer satisfaction, so AI can assist with monitoring and recommendations, but humans usually remain accountable for final calls and compliance.",2026-02-27T07:09:57.215625
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","37-1012.00||First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.2,3.4,4.1,3.6,2.6,3.7,Medium,3.1,"This role mixes schedulable, repeatable coordination tasks (routing crews, tracking time/materials, generating estimates) with on-site supervision and real-world variability (weather, site conditions, equipment issues), making it only partially automatable. AI can strongly augment contract review, cost estimating, customer inquiry handling, inventory/equipment planning, and basic workforce scheduling using historical data and templates. However, effective performance often requires physical presence to inspect properties, ensure quality/safety, troubleshoot in the field, and manage equipment and crew logistics. The job also relies on interpersonal leadership, conflict resolution, and customer trust-building, which are harder to automate reliably. Because errors can affect safety, property damage, and contractual liability, human accountability and final judgment remain important even with AI assistance.",2026-02-27T07:10:02.270349
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","37-2011.00||Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.2,2.2,4.8,1.8,1.6,2.8,Medium,3.0,"Much of the work is routine and can be specified via checklists (floors, trash removal, glass cleaning), making it fairly codifiable, but real-world variability (different mess types, access constraints, safety hazards) reduces full standardization. The job is highly physically embodied and requires mobility, dexterity, and safe operation around people and property, which remains a major barrier to automation outside controlled environments. Cognitive demands are moderate: prioritizing tasks, spotting issues, and basic troubleshooting/maintenance are common but typically not deeply analytical. Social/emotional demands are usually limited, though coordination with occupants and management and working unobtrusively matters. Automation is most feasible for planning/scheduling, inventory tracking, reporting repairs, and some floor-cleaning via specialized robots; full end-to-end replacement is constrained by physical manipulation, edge cases, and safety/liability in public spaces.",2026-02-27T07:10:07.401718
37-2012.00,Maids and Housekeeping Cleaners,37-2012.00||Maids and Housekeeping Cleaners,4.2,2.0,4.8,2.2,1.6,2.8,Medium,3.0,"Many housekeeping tasks are standardized (checklists, room-turnover procedures, measurable cleanliness outcomes), making planning and quality-checking highly codifiable. However, the core work requires substantial physical presence, mobility, and dexterous manipulation across varied environments (beds, bathrooms, clutter, tight spaces), which remains difficult for robots at scale. Cognitive demands are moderate: workers must notice exceptions (stains, damage, missing items) and prioritize tasks under time constraints, but most steps are routine. Social/emotional demands are usually limited but can matter in occupied settings (guest interactions, privacy, discretion) and in coordinating with staff. Automation is most feasible for scheduling, inventory/linen tracking, documentation, and some floor-cleaning robotics; full end-to-end automation of room cleaning is constrained by physical variability and cost, keeping overall potential in the medium range.",2026-02-27T07:10:12.805214
37-2019.00,"Building Cleaning Workers, All Other","37-2019.00||Building Cleaning Workers, All Other",3.8,2.2,4.6,2.0,1.8,2.6,Medium,3.0,"Building cleaning work is fairly standardized (checklists, routines, measurable outcomes like cleanliness), making planning, scheduling, and quality inspection amenable to automation. However, the core tasks require physical presence, mobility, and manipulation of diverse objects and spaces, which remains difficult for robots in varied real-world environments. Cognitive demands are moderate: workers must notice exceptions (spills, hazards, unusual messes) and adapt methods, but most decisions are procedural. Social/emotional requirements are typically limited to basic coordination and customer interaction. Automation is most likely to augment via smart scheduling, supply management, computer-vision inspection, and partial robotics in controlled areas, while humans remain critical for irregular spaces, edge cases, and safe handling of unexpected conditions.",2026-02-27T07:10:17.844512
37-2021.00,Pest Control Workers,37-2021.00||Pest Control Workers,3.6,2.8,4.4,2.4,2.2,4.0,Medium,3.0,"Pest control work includes many standardized procedures (inspection checklists, treatment protocols, documentation) that are amenable to software guidance and partial automation. However, the core tasks require on-site physical work—placing traps, sealing entry points, applying chemicals safely in varied environments—which is difficult to automate without capable field robotics. Judgment is needed to identify infestations, choose appropriate treatments, and adapt to building-specific constraints, but much of this can be augmented by AI decision support and computer vision. Social demands are moderate (explaining risks, gaining access, customer reassurance) and still benefit from human trust-building. Accountability and safety/regulatory compliance are high due to toxic substances and potential harm, which limits full automation and favors human oversight even if planning, routing, reporting, and some detection are automated.",2026-02-27T07:10:22.769965
37-3011.00,Landscaping and Groundskeeping Workers,37-3011.00||Landscaping and Groundskeeping Workers,3.2,2.4,4.7,2.2,2.6,2.8,Medium,2.9,"Many groundskeeping tasks (mowing, trimming, watering schedules, fertilizing routines) are repeatable and can be standardized, making them partially codifiable. However, the work is highly physical and occurs in variable outdoor environments (terrain, weather, obstacles), which makes full automation difficult without robust field robotics. Cognitive demands are moderate: workers follow procedures but must adapt to site-specific conditions and plant health. Social interaction is usually limited, though some customer communication and on-site coordination can matter. Automation is most feasible for planning/scheduling, route optimization, diagnostics (plant disease detection), and some mechanized tasks (robotic mowers/irrigation control), while planting, digging, wall installation, and complex site work remain human-critical.",2026-02-27T07:10:26.954398
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","37-3012.00||Pesticide Handlers, Sprayers, and Applicators, Vegetation",3.6,2.8,4.6,2.0,1.8,4.4,Medium,3.0,"Much of the work is procedural and can be standardized (mixing ratios, label compliance, application rates, PPE, recordkeeping), making it partially codifiable and amenable to automation/decision support. However, execution is highly physical and field-based (handling equipment, navigating terrain, dealing with weather, drift control, and variable vegetation), which limits full automation without advanced robotics. Cognitive demands are moderate: selecting products and methods requires situational judgment but is often guided by regulations and labels. Stakes are high due to toxicity, environmental impact, and regulatory liability, so human oversight and certification remain critical even if planning, monitoring, and documentation are automated. Automation is most plausible via precision application systems (GPS-guided sprayers/drones where permitted), sensor-based targeting, and AI-assisted compliance and scheduling rather than end-to-end replacement.",2026-02-27T07:10:31.975172
37-3013.00,Tree Trimmers and Pruners,37-3013.00||Tree Trimmers and Pruners,3.2,3.4,4.8,2.2,2.6,4.1,Medium,2.8,"Tree trimming/pruning has some standardized elements (safety procedures, pruning cuts, clearance requirements), but each tree and site presents variable conditions (species, decay, wind, nearby lines/structures) that reduce full codifiability. The work is highly physical and occurs in complex, unstructured outdoor environments requiring climbing/rigging, tool handling, and real-time hazard management, which strongly limits near-term automation. Cognitive demands are moderate: workers must assess tree health/structure, plan cuts and rigging to control load paths, and adapt to changing conditions. Stakes are high due to injury risk, property damage, and utility-line hazards, increasing the need for accountable human judgment and supervision. AI can meaningfully augment planning, inspection (vision-based hazard/decay detection), documentation, and scheduling, but full robotic execution in the canopy is likely limited in the near term.",2026-02-27T07:10:36.878537
37-3019.00,"Grounds Maintenance Workers, All Other","37-3019.00||Grounds Maintenance Workers, All Other",3.2,2.4,4.6,1.8,2.2,2.8,Medium,3.0,"Grounds maintenance work includes many repeatable, checklist-driven tasks (mowing, trimming, debris removal), but conditions vary by site, season, weather, and client preferences, limiting full standardization. The work is highly physical and outdoors, requiring mobility, tool handling, and navigation of uneven terrain and obstacles, which is still difficult for general-purpose robots at scale. Cognitive demands are moderate: workers diagnose plant/irrigation issues and prioritize tasks, but much of the work is procedural. Social/emotional requirements are usually limited, though some roles involve customer interaction and responsiveness to complaints. Automation is most feasible via specialized equipment (robotic mowers, smart irrigation, computer vision for weed/pest detection) and scheduling/route optimization, while edge cases, safety, and varied physical manipulation remain human-critical.",2026-02-27T07:10:42.334089
39-1013.00,First-Line Supervisors of Gambling Services Workers,39-1013.00||First-Line Supervisors of Gambling Services Workers,3.2,3.4,3.6,4.1,2.4,4.2,Medium,3.0,"The role mixes standardized operational procedures (shift coverage, observing games, jackpot verification) with real-time judgment in a dynamic, regulated environment. Many administrative and monitoring components (scheduling support, incident logging, surveillance-assisted anomaly detection, compliance checklists, reporting) are amenable to automation/AI augmentation. However, the job requires on-site presence for floor supervision, handling cash/jackpot events, coordinating staff in real time, and responding to unpredictable guest and operational issues. High social interaction and trust-building with guests and employees, plus de-escalation and policy enforcement, remain human-critical. Accountability is high due to regulatory compliance, fraud risk, and financial stakes, which limits full automation even if tools can assist.",2026-02-27T07:10:46.921586
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services","39-1014.00||First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",3.2,3.4,2.8,4.4,3.0,3.6,Medium,3.1,"This role mixes schedulable, trackable coordination work (staffing, timekeeping, checklists, incident logs) with high-touch supervision in dynamic public-facing environments. AI can automate or strongly augment administrative tasks such as scheduling optimization, compliance reminders, performance dashboards, customer feedback triage, and drafting reports or communications. However, real-time floor leadership—motivating staff, de-escalating guest conflicts, handling safety incidents, and making context-sensitive judgment calls—relies heavily on social/emotional intelligence and situational awareness. Physical presence is often needed to monitor venues, respond to issues, and coordinate operations, limiting full automation. Accountability for safety, guest experience, and labor decisions keeps humans in the loop even when AI provides recommendations.",2026-02-27T07:10:53.924691
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022.00||First-Line Supervisors of Personal Service Workers,3.2,3.4,2.6,4.3,2.4,3.6,Medium,3.1,"This role includes many structured, automatable components such as scheduling, timekeeping, task assignment, compliance checklists, reporting, and basic performance tracking. However, day-to-day supervision often requires nuanced people management—coaching, conflict resolution, handling customer complaints, and maintaining morale—which relies heavily on social and emotional intelligence. Physical presence is sometimes needed to observe service quality, step in during staffing gaps, and manage on-site operations, limiting full automation. Decision-making can be moderately high-stakes (safety, customer experience, labor compliance), so humans typically remain accountable even if AI provides recommendations. Overall, AI can strongly augment administrative coordination and monitoring, while human judgment remains critical for interpersonal management and exception handling.",2026-02-27T07:10:57.907195
39-2011.00,Animal Trainers,39-2011.00||Animal Trainers,2.6,3.4,4.4,4.2,3.2,3.8,Low,2.4,"Animal training involves some codifiable elements (standard obedience routines, reinforcement schedules, competition standards), but real-world sessions are highly variable across species, temperament, environment, and safety constraints. The work is physically embodied and requires in-the-moment handling, timing, and risk management around unpredictable animal behavior, which is difficult to automate without advanced robotics. High social/emotional skill is needed to read animal stress signals, build trust, and often coach human handlers/owners, making human presence central. AI can meaningfully augment planning (training protocols, progress tracking, video-based behavior analysis, scheduling, and documentation), but core hands-on training and safety-critical judgment remain human-critical. Stakes can be moderate to high (injury risk, service-animal reliability, public safety/security contexts), limiting full automation.",2026-02-27T07:11:02.697870
39-2021.00,Animal Caretakers,39-2021.00||Animal Caretakers,3.2,2.6,4.6,3.4,2.0,3.3,Medium,2.8,"Animal caretaking includes many repeatable routines (feeding schedules, cleaning protocols, basic recordkeeping) that are fairly codifiable and can be partially automated with software, sensors, and some specialized equipment. However, the core work is highly physical and environment-specific (handling animals, cleaning enclosures, grooming, exercising), which is difficult to automate broadly with current robotics. Care also requires situational judgment and observation of subtle health/behavior cues, plus calm handling and trust-building with animals and coordination with staff/owners. Higher-stakes elements (recognizing illness/injury, administering treatments, safety around large or stressed animals) increase the need for human oversight and accountability. Overall, automation is most feasible for scheduling, documentation, monitoring (cameras/wearables), and some feeding/cleaning systems, while hands-on care and welfare decisions remain human-critical.",2026-02-27T07:11:08.180856
39-3011.00,Gambling Dealers,39-3011.00||Gambling Dealers,4.2,2.6,3.6,3.4,1.6,3.2,Medium,3.3,"Core dealing tasks (shuffling/dispensing cards, enforcing rules, calculating payouts, tracking bets) are highly standardized and therefore amenable to automation via electronic table games, computer vision, and automated shufflers. However, the role still requires physical presence and real-time manipulation of cards/chips and equipment, which is harder to fully automate outside purpose-built tables. Social interaction matters: dealers manage pace, handle disputes, maintain trust, and provide customer service, which current systems only partially replicate. Accountability is moderate because errors can cause financial loss and integrity issues, pushing casinos toward automation for accuracy while retaining humans for oversight and player experience.",2026-02-27T07:11:12.217088
39-3012.00,Gambling and Sports Book Writers and Runners,39-3012.00||Gambling and Sports Book Writers and Runners,4.6,2.2,3.1,2.4,1.4,3.8,High,4.2,"Core duties (posting odds/info, receiving/verifying/recording wagers, scanning tickets, calculating and paying winnings) are highly standardized, rules-driven, and measurable, making them well-suited to software automation and self-service kiosks. Cognitive demands are moderate and largely procedural, with limited need for deep judgment beyond exception handling (disputes, invalid tickets, system outages). Physical presence is still relevant in many venues for cash handling, ticket exchange, and operating/monitoring equipment, though these can be reduced via cashless systems and automated draw/number-generation. Social interaction is typically transactional (customer service, basic conflict de-escalation) rather than high-empathy counseling, so AI can assist but humans remain useful for trust and dispute resolution. Accountability is meaningful due to regulatory compliance, fraud prevention, and financial errors, which pushes toward human oversight even as most routine processing can be automated.",2026-02-27T07:11:18.659005
39-3019.00,"Gambling Service Workers, All Other","39-3019.00||Gambling Service Workers, All Other",3.2,2.4,3.6,3.8,1.8,3.4,Medium,3.1,"This catch-all gambling service role typically involves a mix of standardized procedures (verifying eligibility, handling chips/cash, monitoring play, following house rules) and situational judgment on the floor. Many transactional and monitoring components are amenable to automation via kiosks, cashless gaming, computer vision, and AI-assisted surveillance/compliance tools. However, the work often requires physical presence in a regulated venue, real-time customer interaction, and de-escalation or service recovery when disputes arise. Stakes are moderate-to-high due to fraud risk, regulatory compliance, and customer disputes, which tends to keep humans in the loop for exceptions and accountability. Overall, automation is likely to augment and reduce headcount for routine tasks, while human workers remain critical for customer-facing service, incident handling, and edge cases.",2026-02-27T07:11:23.776431
39-3021.00,Motion Picture Projectionists,39-3021.00||Motion Picture Projectionists,4.2,2.6,3.2,1.6,1.8,3.0,High,4.1,"Projectionist work is largely procedural: setting up equipment, loading/starting shows, monitoring audio/video quality, and following checklists for changeovers and troubleshooting. Much of this has already shifted toward digital cinema servers and automated playlists, making scheduling, playback, and basic monitoring highly automatable with software and sensors. Remaining human-critical elements include on-site physical setup/maintenance, handling unexpected equipment failures, and ensuring compliance with venue-specific requirements under time pressure. Social/emotional demands are typically low, and creativity is minimal, but accountability is moderate because errors can disrupt public screenings and damage equipment. Overall, the role is strongly amenable to automation/augmentation, with humans mainly needed for physical presence and exception handling.",2026-02-27T07:11:28.727688
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers","39-3031.00||Ushers, Lobby Attendants, and Ticket Takers",4.2,2.0,3.6,3.2,1.6,2.4,Medium,3.4,"Many core duties (ticket validation, directing patrons to seats, providing venue information) are standardized and can be supported or partially replaced by scanners, kiosks, mobile ticketing, and wayfinding apps. However, the role still requires physical presence to manage entry flow, check compliance, and respond to real-time conditions in a crowded venue. Social skills matter for de-escalation, assisting confused or upset patrons, and handling accessibility needs, which are harder to automate reliably. Cognitive demands are moderate and mostly situational rather than deeply analytical, and creativity is limited. Full automation is constrained by safety, crowd management, and the need for accountable human judgment during incidents, but significant augmentation is feasible.",2026-02-27T07:11:32.764900
39-3091.00,Amusement and Recreation Attendants,39-3091.00||Amusement and Recreation Attendants,4.2,2.1,3.8,3.0,1.8,3.4,Medium,3.2,"Many duties (ticketing/check-in, scheduling facility use, inventory/equipment checkout, basic rule enforcement, and routine ride/concession operations) are standardized and can be supported or partially automated with kiosks, apps, sensors, and monitoring systems. However, the role often requires on-site physical presence for equipment handling, crowd flow, cleaning/setup, and responding to real-time conditions. Social interaction is frequent (answering questions, de-escalating minor conflicts, assisting children/guests), which is harder to fully automate even if chatbots can handle simple inquiries. Safety and compliance raise accountability: attendants must recognize hazards, follow procedures, and intervene quickly, limiting full automation despite strong augmentation potential.",2026-02-27T07:11:37.394983
39-3092.00,Costume Attendants,39-3092.00||Costume Attendants,3.2,2.6,4.6,3.4,2.4,3.0,Medium,2.7,"Costume attendant work includes some standardized, codifiable tasks (inventorying, labeling, laundering protocols, checklists for quick changes), but much of the job is situational and time-critical during live performances. It is highly physical, requiring hands-on fitting, garment handling, repairs, and rapid changes in constrained backstage environments, which limits near-term automation. Social skills matter for working closely with performers under stress, maintaining comfort, privacy, and trust, and coordinating with stage management. AI can augment planning (costume tracking, sizing recommendations, maintenance schedules, and cue timing), but the core backstage execution and fitting remain human-critical. Errors can disrupt performances and damage expensive garments, creating moderate accountability and quality-control demands.",2026-02-27T07:11:42.207187
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants","39-3093.00||Locker Room, Coatroom, and Dressing Room Attendants",4.2,1.8,4.6,2.6,1.3,2.4,Medium,3.0,"Core duties (receiving, tagging, storing, retrieving, and returning items) are highly standardized and measurable, making them procedurally codifiable. However, the work is strongly tied to physical presence and handling of patrons’ belongings, which limits full automation without reliable robotics and secure physical infrastructure. Customer interaction is usually brief but requires basic courtesy, conflict de-escalation, and trust when items are lost or disputes arise. Many components can be automated via self-service lockers, digital ticketing/RFID, and payment systems, while humans remain important for exceptions, security oversight, and handling irregular items or peak-flow crowd management.",2026-02-27T07:11:47.237787
39-3099.00,"Entertainment Attendants and Related Workers, All Other","39-3099.00||Entertainment Attendants and Related Workers, All Other",3.2,2.4,3.8,3.4,2.2,2.6,Medium,3.0,"This catch-all occupation typically includes front-of-house, venue support, ushering, crowd assistance, and basic customer service tasks that are moderately standardized (ticket checks, directions, queue management) and thus partially codifiable. Many functions require physical presence in dynamic environments (moving through venues, monitoring areas, handling minor setup/cleanup), which limits full automation without robotics. Social interaction is frequent and can involve de-escalation and guest assistance, where human judgment and rapport still matter, though AI kiosks/chatbots can handle routine questions. Cognitive demands are generally moderate, with situational awareness and adherence to policies rather than deep analytical work. Automation is most feasible for ticketing/entry workflows, information provision, scheduling, and incident logging; human-critical parts include real-time crowd management, handling exceptions, and responding to safety or conflict situations.",2026-02-27T07:11:52.344716
39-4011.00,Embalmers,39-4011.00||Embalmers,3.6,3.2,4.8,3.4,2.2,4.4,Low,2.4,"Embalming involves many standardized, legally defined procedures (documentation, chemical preparation, sanitation protocols), which are partially codifiable and amenable to software support. However, the core work is highly physical and requires fine manual skill, safe handling of biohazards, and real-world manipulation of bodies, making end-to-end automation difficult without advanced robotics. Judgment is needed to assess condition of remains, select techniques/chemicals, and handle edge cases (trauma, decomposition), adding moderate cognitive complexity. Social and emotional demands are moderate due to coordination with funeral directors and sensitivity to families’ needs, though much of the work is behind the scenes. High stakes and regulatory accountability (health/safety, legal compliance, reputational risk) favor human oversight even where AI can assist with checklists, compliance documentation, inventory, and scheduling.",2026-02-27T07:11:57.232917
39-4012.00,Crematory Operators,39-4012.00||Crematory Operators,4.2,2.6,4.6,3.2,1.6,4.4,Medium,3.1,"Much of the work is procedure-driven and regulated (chain-of-custody, identification, equipment settings, documentation), making several components highly codifiable and suitable for automation/augmentation. However, the job requires substantial physical presence for handling remains, loading/unloading equipment, cleaning, and maintenance, which limits end-to-end automation without advanced robotics. Social and emotional skill is moderately important when coordinating with funeral staff and ensuring respectful handling, though direct family interaction varies by workplace. Decision impact is high due to legal/ethical stakes and irreversibility of errors (misidentification, commingling, regulatory violations), so human oversight and accountability remain critical even if monitoring, logging, and process control are automated.",2026-02-27T07:12:01.560069
39-4021.00,Funeral Attendants,39-4021.00||Funeral Attendants,3.2,2.2,4.6,4.4,1.8,3.6,Low,2.3,"Many duties (equipment setup, casket placement, inventory/storage, standard service procedures) are fairly routinized and could be supported by checklists, scheduling software, and workflow automation. However, the core work is highly physical and location-bound, requiring careful handling of caskets, flowers, lighting, and chapel logistics that are difficult to automate with current robotics in varied real-world environments. The role also relies heavily on tact, empathy, and real-time social judgment when directing and supporting mourners, where trust and human presence are central. Errors can carry meaningful reputational and emotional consequences and may involve safety and regulatory considerations, limiting full automation. Overall, AI is more likely to augment planning, coordination, and documentation than replace on-site attendants.",2026-02-27T07:12:07.130855
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers","39-4031.00||Morticians, Undertakers, and Funeral Arrangers",3.2,3.4,3.8,4.7,2.6,4.4,Medium,2.8,"This occupation mixes schedulable, procedural coordination (paperwork, logistics, vendor coordination, service planning) with high-touch family interactions that require empathy, trust-building, and sensitive judgment. Many administrative components are fairly codifiable and can be automated or strongly augmented (intake forms, checklists, pricing packages, scheduling, transportation routing, document generation, and compliance reminders). However, substantial physical presence is typically required for body transfer coordination, facility operations, and in-person service direction, limiting end-to-end automation. The work is also high-stakes and regulated, with reputational and legal consequences for errors, which increases the need for human oversight and accountability. Overall, AI can meaningfully augment planning and back-office tasks, but core client-facing counseling and on-site orchestration remain human-critical.",2026-02-27T07:12:12.161911
39-5011.00,Barbers,39-5011.00||Barbers,3.2,2.4,4.8,3.6,3.0,3.2,Medium,2.6,"Barbering includes some standardized, teachable procedures (common cuts, sanitation steps, tool handling), but real-world execution varies by hair type, head shape, and client preferences, reducing full codifiability. The work is highly physical and requires fine motor control and safe use of sharp tools near a client’s face, which is a major barrier to near-term automation without advanced robotics. Social interaction is important for consultation, managing expectations, and maintaining client trust and comfort, especially for shaves and beard work. Creativity is moderate: many services follow known styles, but tailoring and aesthetic judgment matter. AI can automate/augment scheduling, client intake, style recommendations, inventory, and training/quality guidance, while the core hands-on cutting/shaving remains human-critical with meaningful safety and liability considerations.",2026-02-27T07:12:18.933573
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists","39-5012.00||Hairdressers, Hairstylists, and Cosmetologists",3.0,3.2,4.8,4.2,3.8,3.4,Low,2.4,"Core tasks (cutting, coloring, styling, scalp treatments) require fine motor dexterity, real-time adaptation to hair texture and client movement, and in-person tool use, making them difficult to automate without advanced robotics. Significant value comes from consultation, trust-building, and managing client preferences and emotions, which remains hard for AI to replicate at salon-quality levels. Some components are structured and augmentable (appointment scheduling, inventory, style recommendations, color formula suggestions, aftercare instructions, marketing content). Creativity is moderate-to-high because styles must be tailored to face shape, trends, and client identity, though many techniques are teachable and standardized. Stakes are moderate: errors can cause chemical damage or dissatisfaction and carry liability, encouraging human oversight even if AI assists planning and decision support.",2026-02-27T07:12:24.307359
39-5091.00,"Makeup Artists, Theatrical and Performance","39-5091.00||Makeup Artists, Theatrical and Performance",2.6,3.4,4.6,3.6,4.2,3.0,Low,2.3,"The work is only partly codifiable: there are repeatable techniques and hygiene/safety procedures, but designs vary by production, lighting, camera, and performer needs. It requires substantial physical embodiment and fine motor dexterity (application, blending, prosthetics, touch-ups) in real time, which is difficult to automate outside specialized robotics. Social and emotional skills matter for collaborating with directors/designers and working closely with performers, including comfort, consent, and time-pressure communication backstage. Creativity is high because looks must be invented or adapted to period/style and translated into materials that read correctly on stage/screen. AI can strongly augment via reference generation, face-chart planning, shade matching, continuity tracking, and inventory/scheduling, but human execution and on-the-spot judgment remain critical.",2026-02-27T07:12:29.829812
39-5092.00,Manicurists and Pedicurists,39-5092.00||Manicurists and Pedicurists,3.6,2.2,4.8,3.4,3.0,3.2,Medium,2.6,"Core tasks (cleaning, shaping, polishing) are fairly standardized with repeatable steps, but they require fine motor dexterity, sanitation practices, and safe handling of tools on a live customer, making full automation difficult. Much of the work is physically embodied and involves real-time adaptation to nail condition, skin sensitivity, and customer comfort. Social interaction matters for service quality (consulting on style, managing expectations, maintaining trust and hygiene reassurance). Creativity is moderate in nail art/design, which can be AI-assisted for ideation and pattern generation but still needs skilled execution. Accountability is moderate due to infection control, potential injury, and licensing/regulatory requirements, favoring human oversight even if some parts are augmented.",2026-02-27T07:12:34.844622
39-5093.00,Shampooers,39-5093.00||Shampooers,4.6,1.6,4.8,2.6,1.3,2.4,Medium,3.0,"Shampooing and rinsing hair is highly standardized and repeatable (clear steps, timing, product use), making the core workflow relatively codifiable. However, it requires hands-on physical manipulation around a customer’s head/neck, water control, and safe handling in a wet environment, which is difficult to automate without specialized robotics and salon integration. Cognitive demands are modest, but workers must adjust pressure, temperature, and technique to individual comfort and hair/scalp conditions. Social interaction is moderate (comfort, consent, small talk, responding to discomfort), and errors can cause irritation or minor injury, so safety and accountability matter. Automation is most plausible via assistive tools (automated wash stations, sensors for temperature/pressure, scheduling/checkout), while the direct washing/rinsing remains human-critical in most real-world settings.",2026-02-27T07:12:40.368697
39-5094.00,Skincare Specialists,39-5094.00||Skincare Specialists,3.6,3.2,4.6,3.4,2.6,3.8,Medium,3.0,"Skincare specialist work includes many standardized protocols (cleansing, exfoliation, hair removal, device settings, sanitation), making parts of the workflow codifiable and supportable by AI (intake, contraindication screening, documentation, scheduling, product recommendations). However, core service delivery requires hands-on physical manipulation and safe operation of devices on diverse skin types, which is difficult to automate without advanced robotics and clinical-grade sensing. The role also relies on client trust, comfort, and communication to manage expectations, pain/anxiety, and adherence to aftercare. Decision-making carries moderate-to-high accountability due to risks of burns, scarring, infection, and regulatory constraints, so human oversight remains critical even if AI assists with assessment and parameter suggestions.",2026-02-27T07:12:45.082932
39-6011.00,Baggage Porters and Bellhops,39-6011.00||Baggage Porters and Bellhops,3.6,2.0,4.7,3.4,1.4,2.6,Medium,3.0,"Core tasks (moving, loading, and delivering luggage; following routing/rooming instructions) are fairly standardized and measurable, but vary by site layout and customer needs. Cognitive demands are generally moderate and procedural, with occasional problem-solving around lost items, timing, and special requests. The biggest barrier to automation is physical embodiment: handling diverse luggage in crowded, dynamic environments and navigating elevators, curbs, and vehicles remains difficult for robots at scale. Social interaction matters for service quality (greeting, discretion, tips, handling complaints), which is partially augmentable via kiosks/apps but still benefits from human presence. Automation is most feasible through digital coordination (requests, routing, tracking, scheduling) and partial mechanization (smart carts, automated conveyors), while end-to-end replacement is constrained by real-world manipulation and customer-facing service expectations.",2026-02-27T07:12:50.785226
